step,sync_index
352,0.9506688364113279
353,0.9510471230696961
354,0.95142262298479
355,0.951795355057005
356,0.9521653354224273
357,0.9525325775723206
358,0.9528970924739567
359,0.9532588886925714
360,0.9536179725142221
361,0.9539743480693129
362,0.9543280174565568
363,0.954678980867137
364,0.9550272367088275
365,0.955372781729833
366,0.9557156111421053
367,0.9560557187439007
368,0.9563930970413357
369,0.9567277373687106
370,0.9570596300073643
371,0.9573887643028408
372,0.9577151287801422
373,0.958038711256856
374,0.958359498953952
375,0.9586774786040506
376,0.9589926365569759
377,0.9593049588824134
378,0.9596144314695085
379,0.959921040123248
380,0.9602247706574831
381,0.9605256089844575
382,0.9608235412007292
383,0.9611185536693769
384,0.9614106330983967
385,0.9616997666152135
386,0.9619859418372425
387,0.9622691469384467
388,0.9625493707118518
389,0.9628266026279981
390,0.9631008328893145
391,0.9633720524804116
392,0.96364025321432
393,0.9639054277746858
394,0.9641675697539682
395,0.9644266736876891
396,0.9646827350847884
397,0.9649357504541604
398,0.9651857173274445
399,0.965432634278166
400,0.9656765009373116
401,0.965917318005457
402,0.9661550872615409
403,0.9663898115684177
404,0.9666214948753002
405,0.9668501422172204
406,0.9670757597116443
407,0.9672983545523676
408,0.9675179350008327
409,0.967734510375009
410,0.9679480910359656
411,0.9681586883722907
412,0.968366314782489
413,0.9685709836555028
414,0.9687727093494938
415,0.9689715071690274
416,0.9691673933407916
417,0.9693603849879898
418,0.9695505001035364
419,0.9697377575221843
420,0.9699221768917131
421,0.9701037786432928
422,0.9702825839611479
423,0.970458614751636
424,0.9706318936118428
425,0.9708024437978074
426,0.9709702891924752
427,0.971135454273473
428,0.9712979640807995
429,0.9714578441845171
430,0.9716151206525253
431,0.971769820018496
432,0.9719219692500372
433,0.972071595717157
434,0.9722187271610886
435,0.9723633916635314
436,0.9725056176163679
437,0.9726454336918959
438,0.9727828688136313
439,0.9729179521277102
440,0.9730507129749348
441,0.9731811808634935
442,0.973309385442377
443,0.9734353564755267
444,0.9735591238167248
445,0.973680717385252
446,0.9738001671423225
447,0.9739175030683113
448,0.9740327551407797
449,0.974145953313307
450,0.9742571274951323
451,0.974366307531603
452,0.9744735231854366
453,0.9745788041187866
454,0.9746821798761078
455,0.9747836798678194
456,0.9748833333547509
457,0.9749811694333649
458,0.9750772170217444
459,0.9751715048463349
460,0.9752640614294189
461,0.9753549150773251
462,0.9754440938693322
463,0.9755316256472816
464,0.975617538005852
465,0.9757018582835023
466,0.9757846135540498
467,0.9758658306188734
468,0.9759455359997219
469,0.9760237559321018
470,0.9761005163592413
471,0.9761758429265924
472,0.9762497609768661
473,0.9763222955455763
474,0.9763934713570744
475,0.9764633128210528
476,0.9765318440295049
477,0.9765990887541154
478,0.976665070444072
479,0.976729812224269
480,0.9767933368938942
481,0.9768556669253815
482,0.9769168244637019
483,0.9769768313259921
484,0.9770357090014895
485,0.9770934786517678
486,0.9771501611112511
487,0.9772057768879983
488,0.9772603461647336
489,0.9773138888001205
490,0.9773664243302526
491,0.9774179719703596
492,0.9774685506167089
493,0.977518178848691
494,0.977566874931076
495,0.9776146568164359
496,0.9776615421477086
497,0.97770754826091
498,0.977752692187966
499,0.9777969906596665
